"Date"	"Source"	"Term"	"Strength"	"Sentiment"	"Passion"	"Reach"
2016-06-27	"images"	"Saint Vincent and the Grenadines"	"71"	"10:1"	"32"	"46"
2016-06-27	"all"	"Saint Vincent and the Grenadines"	"71"	"10:1"	"32"	"46"
2016-06-27	"blogs"	"Samoa"	"7"	"1:0"	"0"	"0"
2016-06-27	"microblogs"	"Samoa"	"100"	"2:1"	"5"	"172"
2016-06-27	"bookmarks"	"Samoa"	"12"	"13:0"	"9"	"38"
2016-06-27	"images"	"Samoa"	"92"	"2:0"	"55"	"40"
2016-06-27	"all"	"Samoa"	"51"	"16:0"	"46"	"30"
2016-06-27	"blogs"	"San Marino"	"6"	"4:0"	"0"	"4"
2016-06-27	"microblogs"	"San Marino"	"75"	"3:1"	"37"	"43"
2016-06-27	"bookmarks"	"San Marino"	"75"	"3:1"	"37"	"43"
2016-06-27	"images"	"San Marino"	"75"	"3:1"	"37"	"43"
2016-06-27	"all"	"San Marino"	"75"	"3:1"	"37"	"43"
2016-06-27	"blogs"	"Sao Tome and Principe"	"2"	"0:0"	"0"	"2"
2016-06-27	"microblogs"	"Sao Tome and Principe"	"47"	"7:0"	"32"	"30"
2016-06-27	"bookmarks"	"Sao Tome and Principe"	"47"	"7:0"	"32"	"30"
2016-06-27	"images"	"Sao Tome and Principe"	"47"	"7:0"	"32"	"30"
2016-06-27	"all"	"Sao Tome and Principe"	"47"	"7:0"	"32"	"30"
2016-06-27	"blogs"	"Saudi Arabia"	"10"	"3:0"	"0"	"2"
2016-06-27	"microblogs"	"Saudi Arabia"	"48"	"5:1"	"56"	"18"
2016-06-27	"bookmarks"	"Saudi Arabia"	"48"	"5:1"	"56"	"18"
2016-06-27	"images"	"Saudi Arabia"	"48"	"5:1"	"56"	"18"
2016-06-27	"all"	"Saudi Arabia"	"48"	"5:1"	"56"	"18"
2016-06-27	"blogs"	"Senegal"	"8"	"1:1"	"0"	"2"
2016-06-27	"microblogs"	"Senegal"	"100"	"11:0"	"22"	"92"
2016-06-27	"bookmarks"	"Senegal"	"6"	"1:3"	"28"	"30"
2016-06-27	"images"	"Senegal"	"100"	"1:1"	"32"	"106"
2016-06-27	"all"	"Senegal"	"37"	"1:2"	"30"	"29"
2016-06-27	"blogs"	"Serbia"	"12"	"2:0"	"0"	"2"
2016-06-27	"microblogs"	"Serbia"	NA	NA	NA	NA
2016-06-27	"bookmarks"	"Serbia"	"40"	"2:1"	"10"	"36"
2016-06-27	"images"	"Serbia"	"100"	"2:0"	"57"	"42"
2016-06-27	"all"	"Serbia"	"55"	"3:1"	"48"	"25"
2016-06-27	"blogs"	"Seychelles"	"4"	"1:0"	"0"	"2"
2016-06-27	"microblogs"	"Seychelles"	NA	NA	NA	NA
2016-06-27	"bookmarks"	"Seychelles"	"0"	"1:1"	"0"	"12"
2016-06-27	"images"	"Seychelles"	"100"	"0:0"	"84"	"16"
2016-06-27	"all"	"Seychelles"	"66"	"3:1"	"46"	"36"
2016-06-27	"blogs"	"Sierra Leone"	"10"	"1:1"	"0"	"3"
2016-06-27	"microblogs"	"Sierra Leone"	"56"	"3:1"	"23"	"39"
2016-06-27	"bookmarks"	"Sierra Leone"	"56"	"3:1"	"23"	"39"
2016-06-27	"images"	"Sierra Leone"	"56"	"3:1"	"23"	"39"
2016-06-27	"all"	"Sierra Leone"	"56"	"3:1"	"23"	"39"
2016-06-27	"blogs"	"Singapore"	"10"	"1:2"	"0"	"2"
2016-06-27	"microblogs"	"Singapore"	NA	NA	NA	NA
2016-06-27	"bookmarks"	"Singapore"	"36"	"9:1"	"5"	"34"
2016-06-27	"images"	"Singapore"	"100"	"1:0"	"61"	"39"
2016-06-27	"all"	"Singapore"	"54"	"3:1"	"50"	"24"
2016-06-27	"blogs"	"Slovakia"	"6"	"2:1"	"0"	"2"
2016-06-27	"microblogs"	"Slovakia"	"100"	"4:1"	"4"	"184"
2016-06-27	"bookmarks"	"Slovakia"	"42"	"9:1"	"14"	"36"
2016-06-27	"images"	"Slovakia"	"66"	"0:0"	"88"	"7"
2016-06-27	"all"	"Slovakia"	"63"	"4:1"	"35"	"39"
2016-06-27	"blogs"	"Slovenia"	"7"	"0:0"	"0"	"2"
2016-06-27	"microblogs"	"Slovenia"	"100"	"4:1"	"4"	"184"
2016-06-27	"bookmarks"	"Slovenia"	"32"	"5:0"	"14"	"36"
2016-06-27	"images"	"Slovenia"	"100"	"0:0"	"97"	"6"
2016-06-27	"all"	"Slovenia"	"51"	"5:0"	"80"	"10"
2016-06-27	"blogs"	"Solomon Islands"	"2"	"0:1"	"0"	"1"
2016-06-27	"microblogs"	"Solomon Islands"	"52"	"2:1"	"37"	"32"
2016-06-27	"bookmarks"	"Solomon Islands"	"52"	"2:1"	"37"	"32"
2016-06-27	"images"	"Solomon Islands"	"52"	"2:1"	"37"	"32"
2016-06-27	"all"	"Solomon Islands"	"52"	"2:1"	"37"	"32"
2016-06-27	"blogs"	"Somalia"	"10"	"2:1"	"0"	"2"
2016-06-27	"microblogs"	"Somalia"	"100"	"2:1"	"7"	"170"
2016-06-27	"bookmarks"	"Somalia"	"28"	"10:0"	"11"	"32"
2016-06-27	"images"	"Somalia"	"52"	"2:0"	"50"	"24"
2016-06-27	"all"	"Somalia"	"57"	"3:1"	"20"	"43"
2016-06-27	"blogs"	"South Africa"	"15"	"6:1"	"28"	"4"
2016-06-27	"microblogs"	"South Africa"	"73"	"3:1"	"27"	"51"
2016-06-27	"bookmarks"	"South Africa"	"73"	"3:1"	"27"	"51"
2016-06-27	"images"	"South Africa"	"73"	"3:1"	"27"	"51"
2016-06-27	"all"	"South Africa"	"73"	"3:1"	"27"	"51"
2016-06-27	"blogs"	"South Korea"	"14"	"2:1"	"0"	"4"
2016-06-27	"microblogs"	"South Korea"	"73"	"3:1"	"27"	"51"
2016-06-27	"bookmarks"	"South Korea"	"73"	"3:1"	"27"	"51"
2016-06-27	"images"	"South Korea"	"73"	"3:1"	"27"	"51"
2016-06-27	"all"	"South Korea"	"73"	"3:1"	"27"	"51"
2016-06-27	"blogs"	"South Sudan"	"11"	"4:1"	"0"	"4"
2016-06-27	"microblogs"	"South Sudan"	"73"	"3:1"	"27"	"51"
2016-06-27	"bookmarks"	"South Sudan"	"73"	"3:1"	"27"	"51"
2016-06-27	"images"	"South Sudan"	"73"	"3:1"	"27"	"51"
2016-06-27	"all"	"South Sudan"	"73"	"3:1"	"27"	"51"
2016-06-27	"blogs"	"Spain"	"13"	"7:0"	"0"	"1"
2016-06-27	"microblogs"	"Spain"	"100"	"3:1"	"2"	"188"
2016-06-27	"bookmarks"	"Spain"	"42"	"2:1"	"4"	"40"
2016-06-27	"images"	"Spain"	"100"	"1:0"	"75"	"25"
2016-06-27	"all"	"Spain"	"78"	"4:1"	"37"	"45"
2016-06-27	"blogs"	"Sri Lanka"	"10"	"4:1"	"0"	"0"
2016-06-27	"microblogs"	"Sri Lanka"	"85"	"4:1"	"33"	"57"
2016-06-27	"bookmarks"	"Sri Lanka"	"85"	"4:1"	"33"	"57"
2016-06-27	"images"	"Sri Lanka"	"85"	"4:1"	"33"	"57"
2016-06-27	"all"	"Sri Lanka"	"85"	"4:1"	"33"	"57"
2016-06-27	"blogs"	"Sudan"	"9"	"4:1"	"0"	"2"
2016-06-27	"microblogs"	"Sudan"	"100"	"1:2"	"5"	"164"
2016-06-27	"bookmarks"	"Sudan"	"28"	"1:1"	"5"	"36"
2016-06-27	"images"	"Sudan"	"100"	"1:0"	"95"	"5"
2016-06-27	"all"	"Sudan"	"72"	"1:1"	"48"	"36"
2016-06-27	"blogs"	"Suriname"	"6"	"0:0"	"0"	"0"
2016-06-27	"microblogs"	"Suriname"	NA	NA	NA	NA
2016-06-27	"bookmarks"	"Suriname"	"2"	"2:1"	"21"	"22"
2016-06-27	"images"	"Suriname"	"100"	"0:0"	"53"	"35"
2016-06-27	"all"	"Suriname"	"53"	"2:1"	"48"	"31"
2016-06-27	"blogs"	"Swaziland"	"8"	"1:1"	"0"	"1"
2016-06-27	"microblogs"	"Swaziland"	"100"	"2:1"	"25"	"144"
2016-06-27	"bookmarks"	"Swaziland"	"2"	"1:2"	"25"	"12"
2016-06-27	"images"	"Swaziland"	"96"	"0:1"	"58"	"39"
2016-06-27	"all"	"Swaziland"	"80"	"2:1"	"41"	"48"
2016-06-27	"blogs"	"Sweden"	"11"	"5:0"	"0"	"2"
2016-06-27	"microblogs"	"Sweden"	"100"	"4:1"	"6"	"146"
2016-06-27	"bookmarks"	"Sweden"	"42"	"4:0"	"4"	"40"
2016-06-27	"images"	"Sweden"	"100"	"0:0"	"93"	"14"
2016-06-27	"all"	"Sweden"	"72"	"19:1"	"49"	"34"
2016-06-27	"blogs"	"Switzerland"	"11"	"4:1"	"0"	"2"
2016-06-27	"microblogs"	"Switzerland"	"100"	"13:1"	"35"	"98"
2016-06-27	"bookmarks"	"Switzerland"	"40"	"5:1"	"10"	"36"
2016-06-27	"images"	"Switzerland"	"100"	"1:0"	"67"	"33"
2016-06-27	"all"	"Switzerland"	"55"	"5:1"	"56"	"22"
2016-06-27	"blogs"	"Syria"	"14"	"3:1"	"0"	"2"
2016-06-27	"microblogs"	"Syria"	"100"	"2:1"	"7"	"154"
2016-06-27	"bookmarks"	"Syria"	"38"	"0:2"	"21"	"30"
2016-06-27	"images"	"Syria"	"100"	"0:2"	"95"	"5"
2016-06-27	"all"	"Syria"	"75"	"2:1"	"50"	"34"
2016-06-27	"blogs"	"Tajikistan"	"4"	"1:0"	"0"	"2"
2016-06-27	"microblogs"	"Tajikistan"	NA	NA	NA	NA
2016-06-27	"bookmarks"	"Tajikistan"	"4"	"4:0"	"37"	"20"
2016-06-27	"images"	"Tajikistan"	"100"	"1:0"	"42"	"80"
2016-06-27	"all"	"Tajikistan"	"31"	"6:0"	"40"	"21"
2016-06-27	"blogs"	"Tanzania"	"8"	"3:0"	"0"	"2"
2016-06-27	"microblogs"	"Tanzania"	"100"	"3:0"	"7"	"168"
2016-06-27	"bookmarks"	"Tanzania"	"10"	"8:1"	"0"	"40"
2016-06-27	"images"	"Tanzania"	"36"	"0:0"	"50"	"7"
2016-06-27	"all"	"Tanzania"	"12"	"10:1"	"19"	"12"
2016-06-27	"blogs"	"Thailand"	"12"	"1:1"	"0"	"4"
2016-06-27	"microblogs"	"Thailand"	"100"	"3:1"	"2"	"168"
2016-06-27	"bookmarks"	"Thailand"	"38"	"3:1"	"5"	"36"
2016-06-27	"images"	"Thailand"	"100"	"85:0"	"90"	"10"
2016-06-27	"all"	"Thailand"	"75"	"11:1"	"44"	"39"
2016-06-27	"blogs"	"Togo"	"8"	"1:0"	"0"	"4"
2016-06-27	"microblogs"	"Togo"	NA	NA	NA	NA
2016-06-27	"bookmarks"	"Togo"	"2"	"5:1"	"8"	"22"
2016-06-27	"images"	"Togo"	"100"	"1:0"	"88"	"12"
2016-06-27	"all"	"Togo"	"68"	"2:1"	"52"	"34"
2016-06-27	"blogs"	"Tonga"	"4"	"1:1"	"0"	"2"
2016-06-27	"microblogs"	"Tonga"	NA	NA	NA	NA
2016-06-27	"bookmarks"	"Tonga"	"6"	"1:2"	"0"	"26"
2016-06-27	"images"	"Tonga"	"66"	"1:0"	"53"	"27"
2016-06-27	"all"	"Tonga"	"38"	"1:1"	"46"	"22"
2016-06-27	"blogs"	"Trinidad and Tobago"	"8"	"3:1"	"0"	"2"
2016-06-27	"microblogs"	"Trinidad and Tobago"	"67"	"3:1"	"44"	"38"
2016-06-27	"bookmarks"	"Trinidad and Tobago"	"67"	"3:1"	"44"	"38"
2016-06-27	"images"	"Trinidad and Tobago"	"67"	"3:1"	"44"	"38"
2016-06-27	"all"	"Trinidad and Tobago"	"67"	"3:1"	"44"	"38"
2016-06-27	"blogs"	"Tunisia"	"10"	"0:1"	"0"	"2"
2016-06-27	"microblogs"	"Tunisia"	"100"	"2:1"	"7"	"146"
2016-06-27	"bookmarks"	"Tunisia"	"10"	"2:1"	"30"	"28"
2016-06-27	"images"	"Tunisia"	"100"	"0:0"	"78"	"30"
2016-06-27	"all"	"Tunisia"	"36"	"1:1"	"65"	"13"
2016-06-27	"blogs"	"Turkey"	"13"	"3:1"	"0"	"2"
2016-06-27	"microblogs"	"Turkey"	NA	NA	NA	NA
2016-06-27	"bookmarks"	"Turkey"	"38"	"4:0"	"15"	"32"
2016-06-27	"images"	"Turkey"	"100"	"2:0"	"64"	"36"
2016-06-27	"all"	"Turkey"	"76"	"5:1"	"33"	"47"
2016-06-27	"blogs"	"Turkmenistan"	"2"	"1:0"	"0"	"0"
2016-06-27	"microblogs"	"Turkmenistan"	NA	NA	NA	NA
2016-06-27	"bookmarks"	"Turkmenistan"	"0"	"2:1"	"35"	"18"
2016-06-27	"images"	"Turkmenistan"	"100"	"1:0"	"33"	"134"
2016-06-27	"all"	"Turkmenistan"	"100"	"4:1"	"26"	"78"
2016-06-27	"blogs"	"Tuvalu"	"3"	"1:0"	"0"	"2"
2016-06-27	"microblogs"	"Tuvalu"	"100"	"6:1"	"16"	"156"
2016-06-27	"bookmarks"	"Tuvalu"	"2"	"1:0"	"0"	"6"
2016-06-27	"images"	"Tuvalu"	"100"	"1:0"	"56"	"78"
2016-06-27	"all"	"Tuvalu"	"66"	"9:1"	"34"	"49"
2016-06-27	"blogs"	"Uganda"	"11"	"1:1"	"0"	"3"
2016-06-27	"microblogs"	"Uganda"	"100"	"8:1"	"15"	"158"
2016-06-27	"bookmarks"	"Uganda"	"12"	"1:5"	"25"	"30"
2016-06-27	"images"	"Uganda"	"51"	"0:0"	"70"	"8"
2016-06-27	"all"	"Uganda"	"20"	"1:2"	"47"	"11"
2016-06-27	"blogs"	"Ukraine"	"7"	"1:0"	"0"	"2"
2016-06-27	"microblogs"	"Ukraine"	"100"	"7:1"	"10"	"132"
2016-06-27	"bookmarks"	"Ukraine"	"26"	"1:3"	"23"	"20"
2016-06-27	"images"	"Ukraine"	"100"	"7:0"	"95"	"5"
2016-06-27	"all"	"Ukraine"	"66"	"2:1"	"55"	"28"
2016-06-27	"blogs"	"United Arab Emirates"	"13"	"7:1"	"0"	"6"
2016-06-27	"microblogs"	"United Arab Emirates"	"78"	"2:1"	"26"	"52"
2016-06-27	"bookmarks"	"United Arab Emirates"	"78"	"2:1"	"26"	"52"
2016-06-27	"images"	"United Arab Emirates"	"78"	"2:1"	"26"	"52"
2016-06-27	"all"	"United Arab Emirates"	"78"	"2:1"	"26"	"52"
2016-06-27	"blogs"	"UAE"	"8"	"3:1"	"0"	"1"
2016-06-27	"microblogs"	"UAE"	"26"	"2:0"	"7"	"24"
2016-06-27	"bookmarks"	"UAE"	"32"	"7:0"	"11"	"30"
2016-06-27	"images"	"UAE"	"92"	"0:0"	"70"	"26"
2016-06-27	"all"	"UAE"	"47"	"10:1"	"60"	"17"
2016-06-27	"blogs"	"United Kingdom"	"11"	"2:1"	"0"	"1"
2016-06-27	"microblogs"	"United Kingdom"	"78"	"2:1"	"26"	"52"
2016-06-27	"bookmarks"	"United Kingdom"	"78"	"2:1"	"26"	"52"
2016-06-27	"images"	"United Kingdom"	"78"	"2:1"	"26"	"52"
2016-06-27	"all"	"United Kingdom"	"78"	"2:1"	"26"	"52"
2016-06-27	"blogs"	"Britain"	"16"	"1:1"	"0"	"3"
2016-06-27	"microblogs"	"Britain"	"100"	"8:1"	"1"	"164"
2016-06-27	"bookmarks"	"Britain"	"44"	"2:1"	"18"	"36"
2016-06-27	"images"	"Britain"	"100"	"3:1"	"60"	"38"
2016-06-27	"all"	"Britain"	"56"	"2:1"	"50"	"24"
2016-06-27	"blogs"	"Great Britain"	"15"	"17:0"	"0"	"3"
2016-06-27	"microblogs"	"Great Britain"	"55"	"68:1"	"77"	"11"
2016-06-27	"bookmarks"	"Great Britain"	"55"	"68:1"	"77"	"11"
2016-06-27	"images"	"Great Britain"	"55"	"68:1"	"77"	"11"
2016-06-27	"all"	"Great Britain"	"55"	"68:1"	"77"	"11"
2016-06-27	"blogs"	"UK"	"16"	"1:1"	"16"	"4"
2016-06-27	"microblogs"	"UK"	"78"	"3:1"	"0"	"78"
2016-06-27	"bookmarks"	"UK"	"34"	"1:1"	"0"	"34"
2016-06-27	"images"	"UK"	"16"	"0:0"	"0"	"0"
2016-06-27	"all"	"UK"	"62"	"1:1"	"16"	"46"
2016-06-27	"blogs"	"United States"	"14"	"2:1"	"0"	"1"
2016-06-27	"microblogs"	"United States"	"78"	"2:1"	"26"	"52"
2016-06-27	"bookmarks"	"United States"	"78"	"2:1"	"26"	"52"
2016-06-27	"images"	"United States"	"78"	"2:1"	"26"	"52"
2016-06-27	"all"	"United States"	"78"	"2:1"	"26"	"52"
2016-06-27	"blogs"	"United States of America"	"22"	"3:1"	"0"	"4"
2016-06-27	"microblogs"	"United States of America"	"78"	"2:1"	"26"	"52"
2016-06-27	"bookmarks"	"United States of America"	"78"	"2:1"	"26"	"52"
2016-06-27	"images"	"United States of America"	"78"	"2:1"	"26"	"52"
2016-06-27	"all"	"United States of America"	"78"	"2:1"	"26"	"52"
2016-06-27	"blogs"	"America"	"9"	"0:0"	"0"	"2"
2016-06-27	"microblogs"	"America"	"100"	"2:1"	"0"	"126"
2016-06-27	"bookmarks"	"America"	"38"	"10:1"	"15"	"32"
2016-06-27	"images"	"America"	"100"	"0:0"	"75"	"25"
2016-06-27	"all"	"America"	"68"	"2:1"	"41"	"37"
2016-06-27	"blogs"	"US"	"17"	"2:1"	"0"	"3"
2016-06-27	"microblogs"	"US"	NA	NA	NA	NA
2016-06-27	"bookmarks"	"US"	"38"	"5:1"	"0"	"38"
2016-06-27	"images"	"US"	"100"	"1:0"	"12"	"88"
2016-06-27	"all"	"US"	"58"	"2:1"	"9"	"44"
2016-06-27	"blogs"	"USA"	"17"	"2:1"	"50"	"2"
2016-06-27	"microblogs"	"USA"	"100"	"3:1"	"2"	"152"
2016-06-27	"bookmarks"	"USA"	"30"	"7:0"	"0"	"30"
2016-06-27	"images"	"USA"	"100"	"1:0"	"52"	"48"
2016-06-27	"all"	"USA"	"56"	"8:1"	"45"	"26"
2016-06-27	"blogs"	"Uruguay"	"8"	"2:0"	"33"	"2"
2016-06-27	"microblogs"	"Uruguay"	NA	NA	NA	NA
2016-06-27	"bookmarks"	"Uruguay"	"40"	"2:1"	"5"	"38"
2016-06-27	"images"	"Uruguay"	"100"	"1:0"	"81"	"19"
2016-06-27	"all"	"Uruguay"	"75"	"4:1"	"40"	"43"
2016-06-27	"blogs"	"Uzbekistan"	"8"	"3:0"	"0"	"1"
2016-06-27	"microblogs"	"Uzbekistan"	"100"	"9:0"	"7"	"158"
2016-06-27	"bookmarks"	"Uzbekistan"	"2"	"9:1"	"25"	"30"
2016-06-27	"images"	"Uzbekistan"	"100"	"3:1"	"73"	"48"
2016-06-27	"all"	"Uzbekistan"	"41"	"8:1"	"63"	"16"
2016-06-27	"blogs"	"Vanuatu"	"5"	"1:0"	"16"	"4"
2016-06-27	"microblogs"	"Vanuatu"	"100"	"25:0"	"13"	"164"
2016-06-27	"bookmarks"	"Vanuatu"	"4"	"11:0"	"11"	"30"
2016-06-27	"images"	"Vanuatu"	"100"	"1:2"	"65"	"58"
2016-06-27	"all"	"Vanuatu"	"63"	"19:1"	"34"	"44"
2016-06-27	"blogs"	"Vatican City"	"6"	"0:1"	"0"	"1"
2016-06-27	"microblogs"	"Vatican City"	"63"	"6:1"	"38"	"39"
2016-06-27	"bookmarks"	"Vatican City"	"63"	"6:1"	"38"	"39"
2016-06-27	"images"	"Vatican City"	"63"	"6:1"	"38"	"39"
2016-06-27	"all"	"Vatican City"	"63"	"6:1"	"38"	"39"
2016-06-27	"blogs"	"Venezuela"	"10"	"1:3"	"0"	"1"
2016-06-27	"microblogs"	"Venezuela"	NA	NA	NA	NA
2016-06-27	"bookmarks"	"Venezuela"	"44"	"4:1"	"4"	"42"
2016-06-27	"images"	"Venezuela"	"100"	"0:0"	"80"	"20"
2016-06-27	"all"	"Venezuela"	"77"	"1:1"	"38"	"45"
2016-06-27	"blogs"	"Vietnam"	"8"	"1:1"	"0"	"1"
2016-06-27	"microblogs"	"Vietnam"	"100"	"9:1"	"12"	"148"
2016-06-27	"bookmarks"	"Vietnam"	"40"	"3:1"	"15"	"34"
2016-06-27	"images"	"Vietnam"	"100"	"3:0"	"66"	"34"
2016-06-27	"all"	"Vietnam"	"54"	"3:1"	"56"	"22"
2016-06-27	"blogs"	"Yemen"	"12"	"1:3"	"42"	"3"
2016-06-27	"microblogs"	"Yemen"	"100"	"0:1"	"3"	"162"
2016-06-27	"bookmarks"	"Yemen"	"32"	"2:1"	"23"	"26"
2016-06-27	"images"	"Yemen"	"75"	"1:1"	"84"	"11"
2016-06-27	"all"	"Yemen"	"63"	"1:1"	"39"	"36"
2016-06-27	"blogs"	"Zambia"	"8"	"2:1"	"0"	"2"
2016-06-27	"microblogs"	"Zambia"	NA	NA	NA	NA
2016-06-27	"bookmarks"	"Zambia"	"2"	"4:1"	"22"	"34"
2016-06-27	"images"	"Zambia"	"93"	"1:0"	"64"	"32"
2016-06-27	"all"	"Zambia"	"66"	"2:1"	"36"	"45"
2016-06-27	"blogs"	"Zimbabwe"	"8"	"1:4"	"0"	"2"
2016-06-27	"microblogs"	"Zimbabwe"	"100"	"8:1"	"11"	"168"
2016-06-27	"bookmarks"	"Zimbabwe"	"6"	"3:1"	"0"	"38"
2016-06-27	"images"	"Zimbabwe"	"99"	"1:11"	"65"	"33"
2016-06-27	"all"	"Zimbabwe"	"69"	"1:2"	"34"	"46"
